race_id,track,year,driver,lap,stint_no,compound,tire_age_laps,last_laps_json,cheap_stop_flag_true,pitted_this_lap,pitted_within2
2023_Monaco,MONACO GRAND PRIX,2023,ALO,52,1,HARD,51,"[77.108, 76.931, 76.992, 77.408, 79.991]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,53,1,HARD,52,"[76.931, 76.992, 77.408, 79.991, 84.967]",0,0,1
2023_Monaco,MONACO GRAND PRIX,2023,ALO,54,1,HARD,53,"[76.992, 77.408, 79.991, 84.967, 90.862]",0,1,1
2023_Monaco,MONACO GRAND PRIX,2023,ALO,55,2,MEDIUM,0,"[77.408, 79.991, 84.967, 90.862, 110.311]",1,1,1
2023_Monaco,MONACO GRAND PRIX,2023,ALO,56,3,INTERMEDIATE,0,"[79.991, 84.967, 90.862, 110.311, 126.635]",1,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,57,3,INTERMEDIATE,1,"[84.967, 90.862, 110.311, 126.635, 108.531]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,58,3,INTERMEDIATE,2,"[90.862, 110.311, 126.635, 108.531, 102.581]",1,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,59,3,INTERMEDIATE,3,"[110.311, 126.635, 108.531, 102.581, 101.267]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,60,3,INTERMEDIATE,4,"[126.635, 108.531, 102.581, 101.267, 100.897]",1,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,61,3,INTERMEDIATE,5,"[108.531, 102.581, 101.267, 100.897, 100.638]",1,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,62,3,INTERMEDIATE,6,"[102.581, 101.267, 100.897, 100.638, 102.727]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,63,3,INTERMEDIATE,7,"[101.267, 100.897, 100.638, 102.727, 100.467]",0,0,0
